tsne_x,tsne_y,robo_group,title,paragraphs,sponsor,url,key_words,robo_group_names
-3.001934800774254,-1.3461263513329325,19,S1136 Anticounterfeiting Consumer Protection Act of 1996 104th Congress 1995 1996,3.8918202981106265,"Sen. Hatch, Orrin G. [R-UT]",https://www.congress.gov/bill/104th-congress/senate-bill/1136/text,trafficking | documentation | packaging | counterfeit | computer,Human Rights
-4.124404465498349,3.8303757011687103,32,S1903 A bill to designate the bridge estimated to be completed in the year 2000 that replaces the bridge on Missouri highway 74 spanning from East Girardeau Illinois to Cape Girardeau Missouri as the Bill Emerson Memorial Bridge and for other purposes 104th Congress 1995 1996,2.6390573296152584,"Sen. Bond, Christopher S. [R-MO]",https://www.congress.gov/bill/104th-congress/senate-bill/1903/text,illinois | memorial | missouri | bridge | cape,National Parks and Monuments
-4.00682326671137,-1.10532802161752,29,HR3525 Church Arson Prevention Act of 1996 104th Congress 1995 1996,3.5553480614894135,"Rep. Hyde, Henry J. [R-IL-6]",https://www.congress.gov/bill/104th-congress/house-bill/3525/text,crimes | religious | loan | places | property,Federal Land and Wildlife
0.5008287203508094,-4.765849084084038,30,S1579 Single Audit Act Amendments of 1996 104th Congress 1995 1996,4.060443010546419,"Sen. Glenn, John H., Jr. [D-OH]",https://www.congress.gov/bill/104th-congress/senate-bill/1579/text,audit | non federal | federal | federal entity | awards,National Security
2.0546808681359505,0.6324672795474422,0,HR1880 To designate the United States Post Office building located at 102 South McLean Lincoln Illinois as the Edward Madigan Post Office Building 104th Congress 1995 1996,2.6390573296152584,"Rep. LaHood, Ray [R-IL-18]",https://www.congress.gov/bill/104th-congress/house-bill/1880/text,building | edward | states post | post office | office building,Government Buildings
2.8475283146899253,-2.06035284948964,3,HR2437 To provide for the exchange of certain lands in Gilpin County Colorado 104th Congress 1995 1996,3.5263605246161616,"Rep. McInnis, Scott [R-CO-3]",https://www.congress.gov/bill/104th-congress/house-bill/2437/text,secretary | lake | colorado | lands | land,Federal Land and Wildlife
2.054907471116644,0.6323935711790089,0,HR2704 To provide that the United States Post Office building that is to be located on the 2600 block of East 75th Street in Chicago Illinois shall be known and designated as the Charles A Hayes Post Office Building 104th Congress 1995 1996,2.6390573296152584,"Rep. Collins, Cardiss [D-IL-7]",https://www.congress.gov/bill/104th-congress/house-bill/2704/text,building | charles | states post | post office | office building,Government Buildings
6.90452521538421,-0.6688278979079457,23,S441 A bill to reauthorize appropriations for certain programs under the Indian Child Protection and Family Violence Prevention Act and for other purposes 104th Congress 1995 1996,2.4849066497880004,"Sen. McCain, John [R-AZ]",https://www.congress.gov/bill/104th-congress/senate-bill/441/text,family | child | indian | violence | prevention act,Native Americans
0.07401395938494326,-7.871521409129443,2,HR3364 To designate a United States courthouse in Scranton Pennsylvania as the William J Nealon United States Courthouse 104th Congress 1995 1996,2.5649493574615367,"Rep. McDade, Joseph M. [R-PA-10]",https://www.congress.gov/bill/104th-congress/house-bill/3364/text,william | building | states courthouse | courthouse | federal building,Government Buildings
0.6168372047659079,-3.354335545366458,34,HR2070 To provide for the distribution within the United States of the United States Information Agency film entitled Fragile Ring of Life 104th Congress 1995 1996,2.4849066497880004,"Rep. Moran, James P. [D-VA-8]",https://www.congress.gov/bill/104th-congress/house-bill/2070/text,information | agency | information agency | states information | film,National Security
